			InferType: 201,706us [201,706us] (0.30%; 0.54%)
			InferType: 204,905us [204,905us] (0.31%; 0.55%)
			InferType: 204,673us [204,673us] (0.31%; 0.55%)
			InferType: 202,973us [202,973us] (0.30%; 0.54%)
			InferType: 208,371us [208,371us] (0.31%; 0.56%)
			InferType: 208,291us [208,291us] (0.31%; 0.56%)
			InferType: 207,595us [207,595us] (0.31%; 0.55%)
			InferType: 209,923us [209,923us] (0.31%; 0.56%)
			InferType: 210,748us [210,748us] (0.31%; 0.56%)
			InferType: 204,088us [204,088us] (0.30%; 0.55%)
			InferType: 206,003us [206,003us] (0.31%; 0.55%)
			InferType: 206,521us [206,521us] (0.31%; 0.55%)
			InferType: 213,868us [213,868us] (0.32%; 0.57%)
			InferType: 217,926us [217,926us] (0.33%; 0.58%)
			InferType: 220,014us [220,014us] (0.33%; 0.59%)
			InferType: 221,320us [221,320us] (0.33%; 0.59%)
			InferType: 218,181us [218,181us] (0.33%; 0.58%)
			InferType: 220,786us [220,786us] (0.33%; 0.59%)
			InferType: 218,465us [218,465us] (0.33%; 0.58%)
			InferType: 217,890us [217,890us] (0.33%; 0.58%)
			InferType: 220,637us [220,637us] (0.33%; 0.59%)
			InferType: 223,844us [223,844us] (0.33%; 0.60%)
			InferType: 225,160us [225,160us] (0.34%; 0.60%)
			InferType: 224,815us [224,815us] (0.34%; 0.60%)
			InferType: 209,218us [209,218us] (0.31%; 0.56%)
			InferType: 220,582us [220,582us] (0.33%; 0.59%)
			InferType: 220,113us [220,113us] (0.33%; 0.59%)
			InferType: 220,085us [220,085us] (0.33%; 0.59%)
			InferType: 233,850us [233,850us] (0.35%; 0.62%)
			InferType: 210,876us [210,876us] (0.31%; 0.56%)
			InferType: 222,905us [222,905us] (0.33%; 0.60%)
			InferType: 231,872us [231,872us] (0.35%; 0.62%)
			InferType: 250,335us [250,335us] (0.37%; 0.67%)
			InferType: 252,333us [252,333us] (0.38%; 0.67%)
			InferType: 231,371us [231,371us] (0.35%; 0.62%)
			InferType: 253,486us [253,486us] (0.38%; 0.68%)
			InferType: 249,323us [249,323us] (0.37%; 0.67%)
